fight_id,fight_date,a_fighter_name,b_fighter_name,a_prior_fights,b_prior_fights,a_prior_win_rate,b_prior_win_rate,predicted_side,predicted_winner,actual_winner,predicted_correct,chosen_odds,edge,bet_placed,profit_units
5cd1869013741767,2021-08-28,Giga Chikadze,Edson Barboza,13,51,1.0,0.6275,a,Giga Chikadze,Giga Chikadze,1,1.8,0.4444,1,0.8
e24c8aab497b4fe1,2021-08-28,Alessio Di Chirico,Abdul Razak Alhassan,18,16,0.4444,0.5,b,Abdul Razak Alhassan,Abdul Razak Alhassan,1,3.15,0.1825,1,2.15
e24c8aab497b4fe1,2021-08-28,Abdul Razak Alhassan,Alessio Di Chirico,17,19,0.5294,0.4211,a,Abdul Razak Alhassan,Abdul Razak Alhassan,1,1.3774,-0.1966,0,0.0
ef4484943b1c68a9,2021-08-28,Jamall Emmers,Pat Sabatini,4,2,0.5,1.0,b,Pat Sabatini,Pat Sabatini,1,1.6667,0.4,1,0.6667
ef4484943b1c68a9,2021-08-28,Pat Sabatini,Jamall Emmers,3,5,1.0,0.4,a,Pat Sabatini,Pat Sabatini,1,2.3,0.5652,1,1.3
06c0c7dda5a5909d,2021-09-04,Molly McCann,Ji Yeon Kim,12,12,0.5,0.5,a,Molly McCann,Molly McCann,1,1.8333,-0.0455,0,0.0
06c0c7dda5a5909d,2021-09-04,Ji Yeon Kim,Molly McCann,13,13,0.4615,0.5385,b,Molly McCann,Molly McCann,1,2.0,0.0385,1,1.0
14f2bb86fd888e91,2021-09-04,Derek Brunson,Darren Till,36,18,0.7222,0.6667,a,Derek Brunson,Derek Brunson,1,1.6667,0.1222,1,0.6667
14f2bb86fd888e91,2021-09-04,Darren Till,Derek Brunson,19,37,0.6316,0.7297,b,Derek Brunson,Derek Brunson,1,2.3,0.2949,1,1.3
3f76035e52e8819b,2021-09-04,Julian Erosa,Charles Jourdain,16,8,0.375,0.5,b,Charles Jourdain,Julian Erosa,0,1.5,-0.1667,0,0.0
3f76035e52e8819b,2021-09-04,Charles Jourdain,Julian Erosa,9,17,0.4444,0.4118,a,Charles Jourdain,Julian Erosa,0,2.7,0.0741,1,-1.0
a7c38d4d66abf923,2021-09-04,Dalcha Lungiambula,Marc-Andre Barriault,6,8,0.6667,0.25,a,Dalcha Lungiambula,Marc-Andre Barriault,0,1.625,0.0513,1,-1.0
a7c38d4d66abf923,2021-09-04,Marc-Andre Barriault,Dalcha Lungiambula,9,7,0.3333,0.5714,b,Dalcha Lungiambula,Marc-Andre Barriault,0,2.4,0.1548,1,-1.0
ad81be01a461c936,2021-09-04,Modestas Bukauskas,Khalil Rountree Jr.,6,18,0.3333,0.4444,b,Khalil Rountree Jr.,Khalil Rountree Jr.,1,2.4,0.0278,0,0.0
ad81be01a461c936,2021-09-04,Khalil Rountree Jr.,Modestas Bukauskas,19,7,0.4737,0.2857,a,Khalil Rountree Jr.,Khalil Rountree Jr.,1,1.625,-0.1417,0,0.0
b977ffcc6428046f,2021-09-04,Tom Aspinall,Serghei Spivac,6,12,1.0,0.6667,a,Tom Aspinall,Tom Aspinall,1,1.4167,0.2941,1,0.4167
b977ffcc6428046f,2021-09-04,Serghei Spivac,Tom Aspinall,13,7,0.6154,1.0,b,Tom Aspinall,Tom Aspinall,1,2.95,0.661,1,1.95
f09912e9d8eaa968,2021-09-04,Alex Morono,David Zawada,24,8,0.6667,0.25,a,Alex Morono,Alex Morono,1,2.05,0.1789,1,1.05
f09912e9d8eaa968,2021-09-04,David Zawada,Alex Morono,9,25,0.2222,0.68,b,Alex Morono,Alex Morono,1,1.8,0.1244,1,0.8
06b3226c34c17001,2021-09-18,Impa Kasanganay,Carlston Harris,6,2,0.6667,1.0,b,Carlston Harris,Carlston Harris,1,1.8696,0.4651,1,0.8696
06b3226c34c17001,2021-09-18,Carlston Harris,Impa Kasanganay,3,7,1.0,0.5714,a,Carlston Harris,Carlston Harris,1,1.9524,0.4878,1,0.9524
13a8ddb1c3f55ed4,2021-09-18,Arman Tsarukyan,Christos Giagos,8,18,0.75,0.5556,a,Arman Tsarukyan,Arman Tsarukyan,1,6.75,0.6019,1,5.75
13a8ddb1c3f55ed4,2021-09-18,Christos Giagos,Arman Tsarukyan,19,9,0.5263,0.7778,b,Arman Tsarukyan,Arman Tsarukyan,1,1.1176,-0.117,0,0.0
2d42742aade53799,2021-09-18,Pannie Kianzad,Raquel Pennington,12,26,0.6667,0.6154,a,Pannie Kianzad,Raquel Pennington,0,2.15,0.2016,1,-1.0
2d42742aade53799,2021-09-18,Raquel Pennington,Pannie Kianzad,27,13,0.6296,0.6154,a,Raquel Pennington,Raquel Pennington,1,2.15,0.1645,1,1.15
401f5f4714132d50,2021-09-18,Joaquin Buckley,Antonio Arroyo,8,4,0.5,0.0,a,Joaquin Buckley,Joaquin Buckley,1,2.55,0.1078,1,1.55
401f5f4714132d50,2021-09-18,Antonio Arroyo,Joaquin Buckley,5,9,0.0,0.5556,b,Joaquin Buckley,Joaquin Buckley,1,1.5556,-0.0873,0,0.0
4b5f9b7c31d1205d,2021-09-18,Ion Cutelaba,Devin Clark,18,22,0.4444,0.5455,b,Devin Clark,Ion Cutelaba,0,1.5882,-0.0842,0,0.0
4b5f9b7c31d1205d,2021-09-18,Devin Clark,Ion Cutelaba,23,19,0.5217,0.4737,a,Devin Clark,Ion Cutelaba,0,2.5,0.1217,1,-1.0
576b795e33ddd62d,2021-09-18,Nate Maness,Tony Gravely,4,6,1.0,0.6667,a,Nate Maness,Nate Maness,1,1.5,0.3333,1,0.5
576b795e33ddd62d,2021-09-18,Tony Gravely,Nate Maness,7,5,0.5714,1.0,b,Nate Maness,Nate Maness,1,2.7,0.6296,1,1.7
d06495deb1ff1750,2021-09-18,Mike Rodriguez,Tafon Nchukwi,12,4,0.3333,0.5,b,Tafon Nchukwi,Tafon Nchukwi,1,1.8,-0.0556,0,0.0
d06495deb1ff1750,2021-09-18,Tafon Nchukwi,Mike Rodriguez,5,13,0.6,0.3077,a,Tafon Nchukwi,Tafon Nchukwi,1,2.05,0.1122,1,1.05
d1621b3da377f34b,2021-09-18,Anthony Smith,Ryan Spann,32,12,0.625,0.8333,b,Ryan Spann,Anthony Smith,0,1.6667,0.2333,1,-1.0
d1621b3da377f34b,2021-09-18,Ryan Spann,Anthony Smith,13,33,0.7692,0.6364,a,Ryan Spann,Anthony Smith,0,2.3,0.3344,1,-1.0
dc870fab1e0f15e1,2021-09-18,Montel Jackson,JP Buys,12,2,0.6667,0.0,a,Montel Jackson,Montel Jackson,1,5.5,0.4848,1,4.5
dc870fab1e0f15e1,2021-09-18,JP Buys,Montel Jackson,3,13,0.0,0.6923,b,Montel Jackson,Montel Jackson,1,1.1587,-0.1707,0,0.0
eb10feae98ea7d36,2021-09-18,Emily Whitmire,Hannah Goldy,10,4,0.4,0.0,a,Emily Whitmire,Hannah Goldy,0,2.05,-0.0878,0,0.0
eb10feae98ea7d36,2021-09-18,Hannah Goldy,Emily Whitmire,5,11,0.2,0.3636,b,Emily Whitmire,Hannah Goldy,0,1.8,-0.1919,0,0.0
18f1b88d8977c216,2021-09-25,Alexander Volkanovski,Brian Ortega,18,16,1.0,0.875,a,Alexander Volkanovski,Alexander Volkanovski,1,2.55,0.6078,1,1.55
18f1b88d8977c216,2021-09-25,Brian Ortega,Alexander Volkanovski,17,19,0.8235,1.0,b,Alexander Volkanovski,Alexander Volkanovski,1,1.5556,0.3571,1,0.5556
7233b2a56438d77a,2021-09-25,Valentina Shevchenko,Lauren Murphy,24,22,0.8333,0.6364,a,Valentina Shevchenko,Valentina Shevchenko,1,1.0727,-0.0989,0,0.0
7233b2a56438d77a,2021-09-25,Lauren Murphy,Valentina Shevchenko,23,25,0.6087,0.84,b,Valentina Shevchenko,Valentina Shevchenko,1,9.0,0.7289,1,8.0
7484298ad57099be,2021-09-25,Jonathan Pearce,Omar Morales,4,8,0.5,0.75,b,Omar Morales,Jonathan Pearce,0,1.625,0.1346,1,-1.0
7484298ad57099be,2021-09-25,Omar Morales,Jonathan Pearce,9,5,0.6667,0.6,a,Omar Morales,Jonathan Pearce,0,2.4,0.25,1,-1.0
7abc4520f63f2c06,2021-09-25,Uros Medic,Jalin Turner,2,10,1.0,0.6,a,Uros Medic,Jalin Turner,0,1.9524,0.4878,1,-1.0
7abc4520f63f2c06,2021-09-25,Jalin Turner,Uros Medic,11,3,0.6364,0.6667,b,Uros Medic,Jalin Turner,0,1.8696,0.1318,1,-1.0
92e006a93f983fb5,2021-09-25,Nick Diaz,Robbie Lawler,26,44,0.5385,0.5909,b,Robbie Lawler,Robbie Lawler,1,2.4,0.1742,1,1.4
92e006a93f983fb5,2021-09-25,Robbie Lawler,Nick Diaz,45,27,0.6,0.5185,a,Robbie Lawler,Robbie Lawler,1,1.625,-0.0154,0,0.0
b3c23fb2d71bba51,2021-09-25,Dan Hooker,Nasrat Haqparast,32,14,0.625,0.7143,b,Nasrat Haqparast,Dan Hooker,0,2.3,0.2795,1,-1.0
b3c23fb2d71bba51,2021-09-25,Nasrat Haqparast,Dan Hooker,15,33,0.6667,0.6364,a,Nasrat Haqparast,Dan Hooker,0,1.6667,0.0667,1,-1.0
bc276e0f07e30a54,2021-09-25,Marlon Moraes,Merab Dvalishvili,18,16,0.5556,0.75,b,Merab Dvalishvili,Merab Dvalishvili,1,3.45,0.4601,1,2.45
bc276e0f07e30a54,2021-09-25,Merab Dvalishvili,Marlon Moraes,17,19,0.7647,0.5263,a,Merab Dvalishvili,Merab Dvalishvili,1,1.3226,0.0086,0,0.0
e7bb37681652c2c2,2021-09-25,Roxanne Modafferi,Taila Santos,20,6,0.4,0.6667,b,Taila Santos,Taila Santos,1,1.25,-0.1333,0,0.0
e7bb37681652c2c2,2021-09-25,Taila Santos,Roxanne Modafferi,7,21,0.7143,0.381,a,Taila Santos,Taila Santos,1,4.0,0.4643,1,3.0
f085f32bbb3220e1,2021-09-25,Shamil Abdurakhimov,Chris Daukaus,16,6,0.625,1.0,b,Chris Daukaus,Chris Daukaus,1,1.4545,0.3125,1,0.4545
f085f32bbb3220e1,2021-09-25,Chris Daukaus,Shamil Abdurakhimov,7,17,1.0,0.5882,a,Chris Daukaus,Chris Daukaus,1,2.8,0.6429,1,1.8
f4a2806f77ac1cdc,2021-09-25,Jessica Andrade,Cynthia Calvillo,38,16,0.6316,0.75,b,Cynthia Calvillo,Jessica Andrade,0,2.8,0.3929,1,-1.0
f4a2806f77ac1cdc,2021-09-25,Cynthia Calvillo,Jessica Andrade,17,39,0.7059,0.641,a,Cynthia Calvillo,Jessica Andrade,0,1.4545,0.0184,0,0.0
f4df74046a1c4364,2021-09-25,Curtis Blaydes,Jairzinho Rozenstruik,24,16,0.75,0.75,a,Curtis Blaydes,Curtis Blaydes,1,3.9,0.4936,1,2.9
f4df74046a1c4364,2021-09-25,Jairzinho Rozenstruik,Curtis Blaydes,17,25,0.7059,0.76,b,Curtis Blaydes,Curtis Blaydes,1,1.2632,-0.0317,0,0.0
16d31775a8dcb31d,2021-10-02,Bethe Correia,Karol Rosa,20,6,0.5,1.0,b,Karol Rosa,Karol Rosa,1,6.0,0.8333,1,5.0
16d31775a8dcb31d,2021-10-02,Karol Rosa,Bethe Correia,7,21,1.0,0.4762,a,Karol Rosa,Karol Rosa,1,1.1389,0.122,1,0.1389
37c484012ef24a5b,2021-10-02,Thiago Santos,Johnny Walker,42,12,0.619,0.6667,b,Johnny Walker,Thiago Santos,0,1.6667,0.0667,1,-1.0
37c484012ef24a5b,2021-10-02,Johnny Walker,Thiago Santos,13,43,0.6154,0.6279,b,Thiago Santos,Thiago Santos,1,1.6667,0.0279,0,0.0
3b7eb8e56052a2af,2021-10-02,Joe Solecki,Jared Gordon,6,16,1.0,0.625,a,Joe Solecki,Jared Gordon,0,2.15,0.5349,1,-1.0
3b7eb8e56052a2af,2021-10-02,Jared Gordon,Joe Solecki,17,7,0.6471,0.8571,b,Joe Solecki,Jared Gordon,0,1.7407,0.2827,1,-1.0
5f444eac11e55161,2021-10-02,Douglas Silva de Andrade,Gaetano Pirrello,16,2,0.5,0.0,a,Douglas Silva de Andrade,Douglas Silva de Andrade,1,1.3571,-0.2368,0,0.0
5f444eac11e55161,2021-10-02,Gaetano Pirrello,Douglas Silva de Andrade,3,17,0.0,0.5294,b,Douglas Silva de Andrade,Douglas Silva de Andrade,1,3.25,0.2217,1,2.25
6832e9e62da0f9d3,2021-10-02,Antonina Shevchenko,Casey O'Neill,12,4,0.5,1.0,b,Casey O'Neill,Casey O'Neill,1,3.15,0.6825,1,2.15
6832e9e62da0f9d3,2021-10-02,Casey O'Neill,Antonina Shevchenko,5,13,1.0,0.4615,a,Casey O'Neill,Casey O'Neill,1,1.3774,0.274,1,0.3774
9c33c8d4a381ba70,2021-10-02,Alex Oliveira,Niko Price,38,22,0.5789,0.5455,a,Alex Oliveira,Niko Price,0,2.7,0.2086,1,-1.0
9c33c8d4a381ba70,2021-10-02,Niko Price,Alex Oliveira,23,39,0.5652,0.5641,a,Niko Price,Niko Price,1,2.7,0.1948,1,1.7
c1e5859053263811,2021-10-02,Stephanie Egger,Shanna Young,2,2,0.0,0.0,a,Stephanie Egger,Stephanie Egger,1,2.35,0.0745,1,1.35
c1e5859053263811,2021-10-02,Shanna Young,Stephanie Egger,3,3,0.0,0.3333,b,Stephanie Egger,Stephanie Egger,1,1.6452,-0.2745,0,0.0
dba710edbc3c29ff,2021-10-02,Misha Cirkunov,Krzysztof Jotko,20,28,0.6,0.6429,b,Krzysztof Jotko,Krzysztof Jotko,1,2.1,0.1667,1,1.1
dba710edbc3c29ff,2021-10-02,Krzysztof Jotko,Misha Cirkunov,29,21,0.6552,0.5714,a,Krzysztof Jotko,Krzysztof Jotko,1,1.7692,0.09,1,0.7692
dfa2f5c821a52c63,2021-10-02,Devonte Smith,Jamie Mullarkey,8,6,0.75,0.3333,a,Devonte Smith,Jamie Mullarkey,0,1.6452,0.1422,1,-1.0
dfa2f5c821a52c63,2021-10-02,Jamie Mullarkey,Devonte Smith,7,9,0.4286,0.6667,b,Devonte Smith,Jamie Mullarkey,0,2.35,0.2411,1,-1.0
e7423a91a253b416,2021-10-02,Alejandro Perez,Johnny Eduardo,20,14,0.7,0.4286,a,Alejandro Perez,Alejandro Perez,1,3.35,0.4015,1,2.35
e7423a91a253b416,2021-10-02,Johnny Eduardo,Alejandro Perez,15,21,0.4,0.7143,b,Alejandro Perez,Alejandro Perez,1,1.3333,-0.0357,0,0.0
149d6b90f33634a4,2021-10-09,Mackenzie Dern,Marina Rodriguez,14,10,0.8571,0.8,a,Mackenzie Dern,Marina Rodriguez,0,1.5,0.1905,1,-1.0
149d6b90f33634a4,2021-10-09,Marina Rodriguez,Mackenzie Dern,11,15,0.8182,0.8,a,Marina Rodriguez,Marina Rodriguez,1,1.5,0.1515,1,0.5
20f19439e9b100b0,2021-10-09,Tim Elliott,Matheus Nicolau,30,10,0.4,0.8,b,Matheus Nicolau,Matheus Nicolau,1,2.6,0.4154,1,1.6
20f19439e9b100b0,2021-10-09,Matheus Nicolau,Tim Elliott,11,31,0.8182,0.3871,a,Matheus Nicolau,Matheus Nicolau,1,1.5263,0.163,1,0.5263
38957d8eb185391c,2021-10-09,Sabina Mazo,Mariya Agapova,10,4,0.6,0.5,a,Sabina Mazo,Mariya Agapova,0,1.5,-0.0667,0,0.0
38957d8eb185391c,2021-10-09,Mariya Agapova,Sabina Mazo,5,11,0.6,0.5455,a,Mariya Agapova,Mariya Agapova,1,1.5,-0.0667,0,0.0
6101249c2cdd1493,2021-10-09,Chris Gutierrez,Felipe Colares,10,8,0.8,0.5,a,Chris Gutierrez,Chris Gutierrez,1,1.3704,0.0703,1,0.3704
6101249c2cdd1493,2021-10-09,Felipe Colares,Chris Gutierrez,9,11,0.4444,0.8182,b,Chris Gutierrez,Chris Gutierrez,1,3.2,0.5057,1,2.2
777c65184aa63894,2021-10-09,Alexandr Romanov,Jared Vanderaa,6,4,1.0,0.5,a,Alexandr Romanov,Alexandr Romanov,1,5.25,0.8095,1,4.25
777c65184aa63894,2021-10-09,Jared Vanderaa,Alexandr Romanov,5,7,0.4,1.0,b,Alexandr Romanov,Alexandr Romanov,1,1.1739,0.1481,1,0.1739
d5ffdb5388ffabc6,2021-10-09,Randy Brown,Jared Gooden,22,6,0.6364,0.3333,a,Randy Brown,Randy Brown,1,1.3226,-0.1197,0,0.0
d5ffdb5388ffabc6,2021-10-09,Jared Gooden,Randy Brown,7,23,0.2857,0.6522,b,Randy Brown,Randy Brown,1,3.5,0.3665,1,2.5
ddb927b0dfcfac2a,2021-10-09,Steve Garcia,Charlie Ontiveros,2,2,0.0,0.0,a,Steve Garcia,Steve Garcia,1,3.5,0.2143,1,2.5
ddb927b0dfcfac2a,2021-10-09,Charlie Ontiveros,Steve Garcia,3,3,0.0,0.3333,b,Steve Garcia,Steve Garcia,1,1.3226,-0.4228,0,0.0
df16b9c2fc9722e9,2021-10-09,Charles Rosa,Damon Jackson,20,6,0.5,0.3333,a,Charles Rosa,Damon Jackson,0,1.5,-0.1667,0,0.0
df16b9c2fc9722e9,2021-10-09,Damon Jackson,Charles Rosa,7,21,0.4286,0.4762,b,Charles Rosa,Damon Jackson,0,2.7,0.1058,1,-1.0
188b63ec6ee1c1c9,2021-10-16,Andrei Arlovski,Carlos Felipe,64,8,0.5938,0.75,b,Carlos Felipe,Andrei Arlovski,0,1.8,0.1944,1,-1.0
188b63ec6ee1c1c9,2021-10-16,Carlos Felipe,Andrei Arlovski,9,65,0.6667,0.6,a,Carlos Felipe,Andrei Arlovski,0,2.05,0.1789,1,-1.0
330e67abac6e5ce7,2021-10-16,Aspen Ladd,Norma Dumont,10,6,0.8,0.6667,a,Aspen Ladd,Norma Dumont,0,2.2,0.3455,1,-1.0
330e67abac6e5ce7,2021-10-16,Norma Dumont,Aspen Ladd,7,11,0.7143,0.7273,b,Aspen Ladd,Norma Dumont,0,1.7143,0.1439,1,-1.0
a2e1116a9fe84aa9,2021-10-16,Nate Landwehr,Ludovit Klein,6,4,0.3333,0.5,b,Ludovit Klein,Nate Landwehr,0,1.274,-0.2849,0,0.0
a2e1116a9fe84aa9,2021-10-16,Ludovit Klein,Nate Landwehr,5,7,0.4,0.4286,b,Nate Landwehr,Nate Landwehr,1,1.274,-0.3564,0,0.0
b193e2317b21125c,2021-10-16,Manon Fiorot,Mayra Bueno Silva,4,6,1.0,0.6667,a,Manon Fiorot,Manon Fiorot,1,1.3125,0.2381,1,0.3125
b193e2317b21125c,2021-10-16,Mayra Bueno Silva,Manon Fiorot,7,5,0.5714,1.0,b,Manon Fiorot,Manon Fiorot,1,3.5,0.7143,1,2.5
be8bee783d22bee2,2021-10-16,Loopy Godinez,Luana Carolina,4,6,0.5,0.6667,b,Luana Carolina,Luana Carolina,1,1.4545,-0.0208,0,0.0
be8bee783d22bee2,2021-10-16,Luana Carolina,Loopy Godinez,7,5,0.7143,0.4,a,Luana Carolina,Luana Carolina,1,2.8,0.3571,1,1.8
cf020c71f1dbfa0b,2021-10-16,Batgerel Danaa,Brandon Davis,6,14,0.6667,0.2857,a,Batgerel Danaa,Batgerel Danaa,1,1.7143,0.0833,1,0.7143
cf020c71f1dbfa0b,2021-10-16,Brandon Davis,Batgerel Danaa,15,7,0.2667,0.7143,b,Batgerel Danaa,Batgerel Danaa,1,2.2,0.2597,1,1.2
e3881a6895be3e9e,2021-10-16,Danny Roberts,Ramazan Emeev,20,12,0.6,0.8333,b,Ramazan Emeev,Danny Roberts,0,1.3125,0.0714,1,-1.0
e3881a6895be3e9e,2021-10-16,Ramazan Emeev,Danny Roberts,13,21,0.7692,0.619,a,Ramazan Emeev,Danny Roberts,0,3.5,0.4835,1,-1.0
fefa96b6d939ffea,2021-10-16,Andrew Sanchez,Bruno Silva,18,10,0.5556,0.6,b,Bruno Silva,Bruno Silva,1,2.35,0.1745,1,1.35
fefa96b6d939ffea,2021-10-16,Bruno Silva,Andrew Sanchez,11,19,0.6364,0.5263,a,Bruno Silva,Bruno Silva,1,1.6452,0.0285,0,0.0
587d373f18f6c8c0,2021-10-23,Francisco Trinaldo,Dwight Grant,46,10,0.6957,0.6,a,Francisco Trinaldo,Francisco Trinaldo,1,2.05,0.2078,1,1.05
587d373f18f6c8c0,2021-10-23,Dwight Grant,Francisco Trinaldo,11,47,0.5455,0.7021,b,Francisco Trinaldo,Francisco Trinaldo,1,1.8,0.1466,1,0.8
61d9eff5fa4c8578,2021-10-23,Livinha Souza,Randa Markos,10,32,0.6,0.375,a,Livinha Souza,Randa Markos,0,2.15,0.1349,1,-1.0
61d9eff5fa4c8578,2021-10-23,Randa Markos,Livinha Souza,33,11,0.3939,0.5455,b,Livinha Souza,Randa Markos,0,1.7407,-0.029,0,0.0
69167b996ce7a7e4,2021-10-23,Jessica-Rose Clark,Joselyne Edwards,10,4,0.6,0.5,a,Jessica-Rose Clark,Jessica-Rose Clark,1,1.6897,0.0082,0,0.0
69167b996ce7a7e4,2021-10-23,Joselyne Edwards,Jessica-Rose Clark,5,11,0.4,0.6364,b,Jessica-Rose Clark,Jessica-Rose Clark,1,2.25,0.1919,1,1.25
6d7eecf4acecda2a,2021-10-23,Khama Worthy,Jai Herbert,8,4,0.5,0.0,a,Khama Worthy,Jai Herbert,0,1.5882,-0.1296,0,0.0
6d7eecf4acecda2a,2021-10-23,Jai Herbert,Khama Worthy,5,9,0.2,0.4444,b,Khama Worthy,Jai Herbert,0,2.5,0.0444,1,-1.0
85f920746c58d0a6,2021-10-23,Jamie Pickett,Laureano Staropoli,4,10,0.0,0.4,b,Laureano Staropoli,Jamie Pickett,0,1.4762,-0.2774,0,0.0
85f920746c58d0a6,2021-10-23,Laureano Staropoli,Jamie Pickett,11,5,0.3636,0.2,a,Laureano Staropoli,Jamie Pickett,0,2.75,0.0,0,0.0
860be3cc82895177,2021-10-23,Paulo Costa,Marvin Vettori,12,20,0.8333,0.7,a,Paulo Costa,Marvin Vettori,0,2.7,0.463,1,-1.0
860be3cc82895177,2021-10-23,Marvin Vettori,Paulo Costa,21,13,0.7143,0.7692,b,Paulo Costa,Marvin Vettori,0,1.5,0.1026,1,-1.0
88256dd5a9aef1cc,2021-10-23,JunYong Park,Gregory Rodrigues,8,2,0.75,1.0,b,Gregory Rodrigues,Gregory Rodrigues,1,1.7407,0.4255,1,0.7407
88256dd5a9aef1cc,2021-10-23,Gregory Rodrigues,JunYong Park,3,9,1.0,0.6667,a,Gregory Rodrigues,Gregory Rodrigues,1,2.15,0.5349,1,1.15
98842f17dfe4b4ef,2021-10-23,Alex Caceres,SeungWoo Choi,46,10,0.5652,0.6,b,SeungWoo Choi,Alex Caceres,0,1.3922,-0.1183,0,0.0
98842f17dfe4b4ef,2021-10-23,SeungWoo Choi,Alex Caceres,11,47,0.5455,0.5745,b,Alex Caceres,Alex Caceres,1,1.3922,-0.1438,0,0.0
e078d18fa9ed100d,2021-10-23,Nicolae Negumereanu,Ike Villanueva,4,8,0.5,0.25,a,Nicolae Negumereanu,Nicolae Negumereanu,1,1.4167,-0.2059,0,0.0
e078d18fa9ed100d,2021-10-23,Ike Villanueva,Nicolae Negumereanu,9,5,0.2222,0.6,b,Nicolae Negumereanu,Nicolae Negumereanu,1,2.95,0.261,1,1.95
13e3e41e0c6f4e04,2021-10-30,Alexander Volkov,Marcin Tybura,20,28,0.7,0.6429,a,Alexander Volkov,Alexander Volkov,1,1.3846,-0.0222,0,0.0
13e3e41e0c6f4e04,2021-10-30,Marcin Tybura,Alexander Volkov,29,21,0.6207,0.7143,b,Alexander Volkov,Alexander Volkov,1,3.1,0.3917,1,2.1
156f2425a937b22f,2021-10-30,Makwan Amirkhani,Lerone Murphy,20,4,0.6,1.0,b,Lerone Murphy,Lerone Murphy,1,3.15,0.6825,1,2.15
156f2425a937b22f,2021-10-30,Lerone Murphy,Makwan Amirkhani,5,21,1.0,0.5714,a,Lerone Murphy,Lerone Murphy,1,1.3774,0.274,1,0.3774
18edff5447989b3f,2021-10-30,Petr Yan,Cory Sandhagen,16,18,0.875,0.7778,a,Petr Yan,Petr Yan,1,3.4,0.5809,1,2.4
18edff5447989b3f,2021-10-30,Cory Sandhagen,Petr Yan,19,17,0.7368,0.8824,b,Petr Yan,Petr Yan,1,1.3279,0.1293,1,0.3279
41cdfea7df63003f,2021-10-30,Ricardo Ramos,Zubaira Tukhugov,16,12,0.75,0.6667,a,Ricardo Ramos,Zubaira Tukhugov,0,2.4,0.3333,1,-1.0
41cdfea7df63003f,2021-10-30,Zubaira Tukhugov,Ricardo Ramos,13,17,0.6923,0.7059,b,Ricardo Ramos,Zubaira Tukhugov,0,1.625,0.0905,1,-1.0
4a5e5232346993c7,2021-10-30,Hu Yaozong,Andre Petroski,4,2,0.0,1.0,b,Andre Petroski,Andre Petroski,1,2.8,0.6429,1,1.8
4a5e5232346993c7,2021-10-30,Andre Petroski,Hu Yaozong,3,5,1.0,0.0,a,Andre Petroski,Andre Petroski,1,1.4545,0.3125,1,0.4545
58b19ba734fe93a3,2021-10-30,Magomed Ankalaev,Volkan Oezdemir,14,18,0.8571,0.5556,a,Magomed Ankalaev,Magomed Ankalaev,1,3.8,0.594,1,2.8
58b19ba734fe93a3,2021-10-30,Volkan Oezdemir,Magomed Ankalaev,19,15,0.5263,0.8667,b,Magomed Ankalaev,Magomed Ankalaev,1,1.274,0.0817,1,0.274
5ad4c0eae7512878,2021-10-30,Islam Makhachev,Dan Hooker,20,34,0.9,0.6471,a,Islam Makhachev,Islam Makhachev,1,5.25,0.7095,1,4.25
5ad4c0eae7512878,2021-10-30,Dan Hooker,Islam Makhachev,35,21,0.6286,0.9048,b,Islam Makhachev,Islam Makhachev,1,1.1695,0.0497,1,0.1695
919fb76d2f3e5827,2021-10-30,Jan Blachowicz,Glover Teixeira,32,40,0.6875,0.75,b,Glover Teixeira,Glover Teixeira,1,1.3774,0.024,0,0.0
919fb76d2f3e5827,2021-10-30,Glover Teixeira,Jan Blachowicz,41,33,0.7561,0.6667,a,Glover Teixeira,Glover Teixeira,1,3.15,0.4386,1,2.15
92c49cb075f612d7,2021-10-30,Shamil Gamzatov,Michal Oleksiejczuk,2,10,1.0,0.6,a,Shamil Gamzatov,Michal Oleksiejczuk,0,1.8696,0.4651,1,-1.0
92c49cb075f612d7,2021-10-30,Michal Oleksiejczuk,Shamil Gamzatov,11,3,0.6364,0.6667,b,Shamil Gamzatov,Michal Oleksiejczuk,0,1.9524,0.1545,1,-1.0
987cdcbc809e210d,2021-10-30,Li Jingliang,Khamzat Chimaev,28,6,0.7143,1.0,b,Khamzat Chimaev,Khamzat Chimaev,1,4.3,0.7674,1,3.3
987cdcbc809e210d,2021-10-30,Khamzat Chimaev,Li Jingliang,7,29,1.0,0.6897,a,Khamzat Chimaev,Khamzat Chimaev,1,1.2299,0.1869,1,0.2299
d84968d7e9fcb4f3,2021-10-30,Amanda Ribas,Virna Jandiroba,10,10,0.8,0.6,a,Amanda Ribas,Amanda Ribas,1,2.45,0.3918,1,1.45
d84968d7e9fcb4f3,2021-10-30,Virna Jandiroba,Amanda Ribas,11,11,0.5455,0.8182,b,Amanda Ribas,Amanda Ribas,1,1.6061,0.1955,1,0.6061
095a351dd6f09f7e,2021-11-06,Edmen Shahbazyan,Nassourdine Imavov,12,6,0.6667,0.6667,a,Edmen Shahbazyan,Nassourdine Imavov,0,2.0,0.1667,1,-1.0
095a351dd6f09f7e,2021-11-06,Nassourdine Imavov,Edmen Shahbazyan,7,13,0.7143,0.6154,a,Nassourdine Imavov,Nassourdine Imavov,1,2.0,0.2143,1,1.0
19722043e7eb4e39,2021-11-06,Rose Namajunas,Zhang Weili,22,12,0.7273,0.8333,b,Zhang Weili,Rose Namajunas,0,2.0,0.3333,1,-1.0
