fight_id,fight_date,a_fighter_name,b_fighter_name,a_prior_fights,b_prior_fights,a_prior_win_rate,b_prior_win_rate,predicted_side,predicted_winner,actual_winner,predicted_correct,chosen_odds,edge,bet_placed,profit_units
07e39fd5f4f23270,2023-03-25,Trevin Giles,Preston Parsons,20,4,0.6,0.5,a,Trevin Giles,Trevin Giles,1,1.8333,0.0545,1,0.8333
07e39fd5f4f23270,2023-03-25,Preston Parsons,Trevin Giles,5,21,0.4,0.619,b,Trevin Giles,Trevin Giles,1,2.02,0.124,1,1.02
1c2d0db1c9eed052,2023-03-25,Holly Holm,Yana Santos,26,14,0.5385,0.5714,b,Yana Santos,Holly Holm,0,1.4082,-0.1387,0,0.0
1c2d0db1c9eed052,2023-03-25,Yana Santos,Holly Holm,15,27,0.5333,0.5556,b,Holly Holm,Holly Holm,1,1.4082,-0.1546,0,0.0
2f382615155e32b9,2023-03-25,Chidi Njokuani,Albert Duraev,6,4,0.6667,0.5,a,Chidi Njokuani,Albert Duraev,0,2.34,0.2393,1,-1.0
2f382615155e32b9,2023-03-25,Albert Duraev,Chidi Njokuani,5,7,0.6,0.5714,a,Albert Duraev,Albert Duraev,1,2.34,0.1726,1,1.34
33fa6793a7f984ac,2023-03-25,Marlon Vera,Cory Sandhagen,40,22,0.7,0.7273,b,Cory Sandhagen,Cory Sandhagen,1,2.16,0.2643,1,1.16
33fa6793a7f984ac,2023-03-25,Cory Sandhagen,Marlon Vera,23,41,0.7391,0.6829,a,Cory Sandhagen,Cory Sandhagen,1,1.7353,0.1629,1,0.7353
9433730f95d52fc8,2023-03-25,Andrea Lee,Maycee Barber,18,16,0.5556,0.75,b,Maycee Barber,Maycee Barber,1,1.3704,0.0203,0,0.0
9433730f95d52fc8,2023-03-25,Maycee Barber,Andrea Lee,17,19,0.7647,0.5263,a,Maycee Barber,Maycee Barber,1,3.2,0.4522,1,2.2
b9e037a45f8850fb,2023-03-25,Steven Peterson,Lucas Alexander,14,2,0.4286,0.0,a,Steven Peterson,Lucas Alexander,0,2.38,0.0084,0,0.0
b9e037a45f8850fb,2023-03-25,Lucas Alexander,Steven Peterson,3,15,0.3333,0.4,b,Steven Peterson,Lucas Alexander,0,1.6098,-0.2212,0,0.0
bce8ece2ff26b4d4,2023-03-25,Nate Landwehr,Austin Lingo,10,6,0.6,0.6667,b,Austin Lingo,Nate Landwehr,0,1.4651,-0.0159,0,0.0
bce8ece2ff26b4d4,2023-03-25,Austin Lingo,Nate Landwehr,7,11,0.5714,0.6364,b,Nate Landwehr,Nate Landwehr,1,1.4651,-0.0462,0,0.0
c6cc6ae23cbf8a27,2023-03-25,Daniel Pineda,Tucker Lutz,18,4,0.4444,0.5,b,Tucker Lutz,Daniel Pineda,0,1.3226,-0.2561,0,0.0
c6cc6ae23cbf8a27,2023-03-25,Tucker Lutz,Daniel Pineda,5,19,0.4,0.4737,b,Daniel Pineda,Daniel Pineda,1,1.3226,-0.2824,0,0.0
0810cdbeb9dd4d02,2023-04-08,Shayilan Nuerdanbieke,Steve Garcia,8,8,0.75,0.5,a,Shayilan Nuerdanbieke,Steve Garcia,0,1.5814,0.1176,1,-1.0
0810cdbeb9dd4d02,2023-04-08,Steve Garcia,Shayilan Nuerdanbieke,9,9,0.5556,0.6667,b,Shayilan Nuerdanbieke,Steve Garcia,0,2.44,0.2568,1,-1.0
28e3d939eb043664,2023-04-08,Gerald Meerschaert,Joe Pyfer,34,2,0.5882,1.0,b,Joe Pyfer,Joe Pyfer,1,1.4878,0.3279,1,0.4878
28e3d939eb043664,2023-04-08,Joe Pyfer,Gerald Meerschaert,3,35,1.0,0.5714,a,Joe Pyfer,Joe Pyfer,1,2.72,0.6324,1,1.72
2cb34fc074f7a9ae,2023-04-08,Raul Rosas Jr.,Christian Rodriguez,2,4,1.0,0.5,a,Raul Rosas Jr.,Christian Rodriguez,0,3.2,0.6875,1,-1.0
2cb34fc074f7a9ae,2023-04-08,Christian Rodriguez,Raul Rosas Jr.,5,3,0.6,0.6667,b,Raul Rosas Jr.,Christian Rodriguez,0,1.3704,-0.0631,0,0.0
3165b03ddc6d3b6e,2023-04-08,Kevin Holland,Santiago Ponzinibbio,32,32,0.625,0.6875,b,Santiago Ponzinibbio,Kevin Holland,0,3.15,0.37,1,-1.0
3165b03ddc6d3b6e,2023-04-08,Santiago Ponzinibbio,Kevin Holland,33,33,0.6667,0.6364,a,Santiago Ponzinibbio,Kevin Holland,0,1.3846,-0.0556,0,0.0
678d27af287476f8,2023-04-08,Rob Font,Adrian Yanez,28,10,0.6429,1.0,b,Adrian Yanez,Rob Font,0,2.76,0.6377,1,-1.0
678d27af287476f8,2023-04-08,Adrian Yanez,Rob Font,11,29,0.9091,0.6552,a,Adrian Yanez,Rob Font,0,1.4762,0.2317,1,-1.0
71ea7d7985dad804,2023-04-08,Gilbert Burns,Jorge Masvidal,38,42,0.7368,0.5714,a,Gilbert Burns,Gilbert Burns,1,1.2222,-0.0813,0,0.0
71ea7d7985dad804,2023-04-08,Jorge Masvidal,Gilbert Burns,43,39,0.5581,0.7436,b,Gilbert Burns,Gilbert Burns,1,4.6,0.5262,1,3.6
780147f2ed2637d1,2023-04-08,Cynthia Calvillo,Loopy Godinez,22,12,0.5455,0.5,a,Cynthia Calvillo,Loopy Godinez,0,1.3922,-0.1729,0,0.0
780147f2ed2637d1,2023-04-08,Loopy Godinez,Cynthia Calvillo,13,23,0.5385,0.5217,a,Loopy Godinez,Loopy Godinez,1,1.3922,-0.1798,0,0.0
95349402616097cd,2023-04-08,Michelle Waterson-Gomez,Luana Pinheiro,24,4,0.5,1.0,b,Luana Pinheiro,Luana Pinheiro,1,2.32,0.569,1,1.32
95349402616097cd,2023-04-08,Luana Pinheiro,Michelle Waterson-Gomez,5,25,1.0,0.48,a,Luana Pinheiro,Luana Pinheiro,1,1.641,0.3906,1,0.641
bbc76ff9e1b1b142,2023-04-08,Chris Curtis,Kelvin Gastelum,10,38,0.8,0.5789,a,Chris Curtis,Kelvin Gastelum,0,2.1,0.3238,1,-1.0
bbc76ff9e1b1b142,2023-04-08,Kelvin Gastelum,Chris Curtis,39,11,0.5897,0.7273,b,Chris Curtis,Kelvin Gastelum,0,1.7692,0.1621,1,-1.0
d7022b6058dbb26b,2023-04-08,Ignacio Bahamondes,Trey Ogden,6,4,0.6667,0.5,a,Ignacio Bahamondes,Ignacio Bahamondes,1,4.1,0.4228,1,3.1
d7022b6058dbb26b,2023-04-08,Trey Ogden,Ignacio Bahamondes,5,7,0.4,0.7143,b,Ignacio Bahamondes,Ignacio Bahamondes,1,1.2564,-0.0816,0,0.0
50e675146cda6e7c,2023-04-15,Zak Cummings,Ed Herman,26,48,0.6923,0.5417,a,Zak Cummings,Zak Cummings,1,2.84,0.3402,1,1.84
50e675146cda6e7c,2023-04-15,Ed Herman,Zak Cummings,49,27,0.5306,0.7037,b,Zak Cummings,Zak Cummings,1,1.4545,0.0162,0,0.0
6049301b4deea035,2023-04-15,Max Holloway,Arnold Allen,52,20,0.7308,1.0,b,Arnold Allen,Max Holloway,0,1.5814,0.3676,1,-1.0
6049301b4deea035,2023-04-15,Arnold Allen,Max Holloway,21,53,0.9524,0.7358,a,Arnold Allen,Max Holloway,0,2.44,0.5425,1,-1.0
68c1b833ed8849a3,2023-04-15,Gillian Robertson,Piera Rodriguez,26,4,0.6154,1.0,b,Piera Rodriguez,Gillian Robertson,0,2.08,0.5192,1,-1.0
68c1b833ed8849a3,2023-04-15,Piera Rodriguez,Gillian Robertson,5,27,0.8,0.6296,a,Piera Rodriguez,Gillian Robertson,0,1.7937,0.2425,1,-1.0
792f139c2b9fd294,2023-04-15,Dustin Jacoby,Azamat Murzakanov,18,4,0.6667,1.0,b,Azamat Murzakanov,Azamat Murzakanov,1,2.36,0.5763,1,1.36
792f139c2b9fd294,2023-04-15,Azamat Murzakanov,Dustin Jacoby,5,19,1.0,0.6316,a,Azamat Murzakanov,Azamat Murzakanov,1,1.6173,0.3817,1,0.6173
83c81018bb3aeebf,2023-04-15,Edson Barboza,Billy Quarantillo,54,14,0.5926,0.7143,b,Billy Quarantillo,Edson Barboza,0,1.5747,0.0792,1,-1.0
83c81018bb3aeebf,2023-04-15,Billy Quarantillo,Edson Barboza,15,55,0.6667,0.6,a,Billy Quarantillo,Edson Barboza,0,2.46,0.2602,1,-1.0
8b2b2562884821a7,2023-04-15,Joselyne Edwards,Lucie Pudilova,10,16,0.6,0.375,a,Joselyne Edwards,Joselyne Edwards,1,1.7463,0.0274,0,0.0
8b2b2562884821a7,2023-04-15,Lucie Pudilova,Joselyne Edwards,17,11,0.3529,0.6364,b,Joselyne Edwards,Joselyne Edwards,1,2.14,0.1691,1,1.14
995e79b951da945b,2023-04-15,Tanner Boser,Ion Cutelaba,16,26,0.5,0.3846,a,Tanner Boser,Ion Cutelaba,0,2.08,0.0192,0,0.0
995e79b951da945b,2023-04-15,Ion Cutelaba,Tanner Boser,27,17,0.4074,0.4706,b,Tanner Boser,Ion Cutelaba,0,1.7692,-0.0946,0,0.0
b01e6e97d66681c5,2023-04-15,Bill Algeo,TJ Brown,12,12,0.5,0.5,a,Bill Algeo,Bill Algeo,1,1.5,-0.1667,0,0.0
b01e6e97d66681c5,2023-04-15,TJ Brown,Bill Algeo,13,13,0.4615,0.5385,b,Bill Algeo,Bill Algeo,1,2.68,0.1653,1,1.68
bbde45b2c766bb67,2023-04-15,Brandon Royval,Matheus Nicolau,12,16,0.6667,0.875,b,Matheus Nicolau,Brandon Royval,0,2.64,0.4962,1,-1.0
bbde45b2c766bb67,2023-04-15,Matheus Nicolau,Brandon Royval,17,13,0.8235,0.6923,a,Matheus Nicolau,Brandon Royval,0,1.5102,0.1614,1,-1.0
bdbddbc00d07dc4b,2023-04-15,Clay Guida,Rafa Garcia,68,12,0.5294,0.5,a,Clay Guida,Rafa Garcia,0,3.35,0.2309,1,-1.0
bdbddbc00d07dc4b,2023-04-15,Rafa Garcia,Clay Guida,13,69,0.5385,0.5217,a,Rafa Garcia,Rafa Garcia,1,3.35,0.24,1,2.35
cef255a992ba7af3,2023-04-15,Lando Vannata,Daniel Zellhuber,20,2,0.4,0.0,a,Lando Vannata,Daniel Zellhuber,0,1.7692,-0.1652,0,0.0
cef255a992ba7af3,2023-04-15,Daniel Zellhuber,Lando Vannata,3,21,0.3333,0.381,b,Lando Vannata,Daniel Zellhuber,0,2.08,-0.0998,0,0.0
d856812dc733690a,2023-04-15,Pedro Munhoz,Chris Gutierrez,32,16,0.5625,0.875,b,Chris Gutierrez,Pedro Munhoz,0,2.76,0.5127,1,-1.0
d856812dc733690a,2023-04-15,Chris Gutierrez,Pedro Munhoz,17,33,0.8235,0.5758,a,Chris Gutierrez,Pedro Munhoz,0,1.4762,0.1461,1,-1.0
01aa5949ac6851f3,2023-04-22,Karol Rosa,Norma Dumont,12,12,0.8333,0.6667,a,Karol Rosa,Norma Dumont,0,1.9804,0.3284,1,-1.0
01aa5949ac6851f3,2023-04-22,Norma Dumont,Karol Rosa,13,13,0.6923,0.7692,b,Karol Rosa,Norma Dumont,0,1.8621,0.2322,1,-1.0
034cbbec91f67852,2023-04-22,Rani Yahya,Montel Jackson,34,16,0.7647,0.75,a,Rani Yahya,Montel Jackson,0,5.4,0.5795,1,-1.0
034cbbec91f67852,2023-04-22,Montel Jackson,Rani Yahya,17,35,0.7647,0.7429,a,Montel Jackson,Montel Jackson,1,5.4,0.5795,1,4.4
06d9fb9c995f1e4f,2023-04-22,Jeremiah Wells,Matthew Semelsberger,6,14,1.0,0.7143,a,Jeremiah Wells,Jeremiah Wells,1,1.8621,0.463,1,0.8621
06d9fb9c995f1e4f,2023-04-22,Matthew Semelsberger,Jeremiah Wells,15,7,0.6667,1.0,b,Jeremiah Wells,Jeremiah Wells,1,1.9804,0.495,1,0.9804
16628e25a043043a,2023-04-22,Ricky Glenn,Christos Giagos,14,22,0.5714,0.4545,a,Ricky Glenn,Christos Giagos,0,1.6098,-0.0498,0,0.0
16628e25a043043a,2023-04-22,Christos Giagos,Ricky Glenn,23,15,0.4783,0.5333,b,Ricky Glenn,Christos Giagos,0,2.38,0.1132,1,-1.0
20c0f50c11509301,2023-04-22,Iasmin Lucindo,Brogan Walker,2,2,0.0,0.0,a,Iasmin Lucindo,Iasmin Lucindo,1,4.0,0.25,1,3.0
20c0f50c11509301,2023-04-22,Brogan Walker,Iasmin Lucindo,3,3,0.0,0.3333,b,Iasmin Lucindo,Iasmin Lucindo,1,1.2667,-0.4561,0,0.0
277233ca9ea25674,2023-04-22,Brady Hiestand,Batgerel Danaa,4,12,0.5,0.5,a,Brady Hiestand,Brady Hiestand,1,1.6329,-0.1124,0,0.0
277233ca9ea25674,2023-04-22,Batgerel Danaa,Brady Hiestand,13,5,0.4615,0.6,b,Brady Hiestand,Brady Hiestand,1,2.34,0.1726,1,1.34
856468ba24a37fcc,2023-04-22,Sergei Pavlovich,Curtis Blaydes,12,30,0.8333,0.8,a,Sergei Pavlovich,Sergei Pavlovich,1,2.12,0.3616,1,1.12
856468ba24a37fcc,2023-04-22,Curtis Blaydes,Sergei Pavlovich,31,13,0.7742,0.8462,b,Sergei Pavlovich,Sergei Pavlovich,1,1.7576,0.2772,1,0.7576
a941c4e25ddddfff,2023-04-22,Francis Marshall,William Gomis,2,2,1.0,1.0,a,Francis Marshall,William Gomis,0,1.5102,0.3378,1,-1.0
a941c4e25ddddfff,2023-04-22,William Gomis,Francis Marshall,3,3,1.0,0.6667,a,William Gomis,William Gomis,1,1.5102,0.3378,1,0.5102
d00d5ef4ae0ac01b,2023-04-22,Brad Tavares,Bruno Silva,42,20,0.6667,0.6,a,Brad Tavares,Bruno Silva,0,1.6173,0.0483,1,-1.0
d00d5ef4ae0ac01b,2023-04-22,Bruno Silva,Brad Tavares,21,43,0.619,0.6512,b,Brad Tavares,Bruno Silva,0,2.36,0.2274,1,-1.0
2b1ac5d8f98639bf,2023-04-29,Song Yadong,Ricky Simon,20,20,0.8,0.8,a,Song Yadong,Song Yadong,1,1.6944,0.2098,1,0.6944
2b1ac5d8f98639bf,2023-04-29,Ricky Simon,Song Yadong,21,21,0.7619,0.8095,b,Song Yadong,Song Yadong,1,2.22,0.3591,1,1.22
37ae5c09d6f03f33,2023-04-29,Rodolfo Vieira,Cody Brundage,10,8,0.6,0.5,a,Rodolfo Vieira,Rodolfo Vieira,1,1.4,-0.1143,0,0.0
37ae5c09d6f03f33,2023-04-29,Cody Brundage,Rodolfo Vieira,9,11,0.4444,0.6364,b,Rodolfo Vieira,Rodolfo Vieira,1,3.05,0.3085,1,2.05
5d11b618f24082dd,2023-04-29,Martin Buday,Jake Collier,4,24,1.0,0.4167,a,Martin Buday,Martin Buday,1,1.6944,0.4098,1,0.6944
5d11b618f24082dd,2023-04-29,Jake Collier,Martin Buday,25,5,0.4,1.0,b,Martin Buday,Martin Buday,1,2.22,0.5495,1,1.22
8dbfbd8f8bd0f00b,2023-04-29,Marcos Rogerio de Lima,Waldo Cortes-Acosta,30,4,0.6,1.0,b,Waldo Cortes-Acosta,Marcos Rogerio de Lima,0,2.46,0.5935,1,-1.0
8dbfbd8f8bd0f00b,2023-04-29,Waldo Cortes-Acosta,Marcos Rogerio de Lima,5,31,0.8,0.6129,a,Waldo Cortes-Acosta,Marcos Rogerio de Lima,0,1.5747,0.165,1,-1.0
ca63933f8c898fa2,2023-04-29,Cody Durden,Charles Johnson,10,8,0.6,0.5,a,Cody Durden,Cody Durden,1,2.22,0.1495,1,1.22
ca63933f8c898fa2,2023-04-29,Charles Johnson,Cody Durden,9,11,0.4444,0.6364,b,Cody Durden,Cody Durden,1,1.6944,0.0462,1,0.6944
ecec1b0dd64ca2ae,2023-04-29,Caio Borralho,Michal Oleksiejczuk,6,18,1.0,0.6667,a,Caio Borralho,Caio Borralho,1,4.1,0.7561,1,3.1
ecec1b0dd64ca2ae,2023-04-29,Michal Oleksiejczuk,Caio Borralho,19,7,0.6316,1.0,b,Caio Borralho,Caio Borralho,1,1.2564,0.2041,1,0.2564
0c6e3c1f03cd4061,2023-05-06,Kron Gracie,Charles Jourdain,4,18,0.5,0.4444,a,Kron Gracie,Charles Jourdain,0,2.42,0.0868,1,-1.0
0c6e3c1f03cd4061,2023-05-06,Charles Jourdain,Kron Gracie,19,5,0.4737,0.4,a,Charles Jourdain,Charles Jourdain,1,2.42,0.0605,1,1.42
3f8b4aeb3baf4724,2023-05-06,Drew Dober,Matt Frevola,38,14,0.6316,0.5714,a,Drew Dober,Matt Frevola,0,1.4444,-0.0607,0,0.0
3f8b4aeb3baf4724,2023-05-06,Matt Frevola,Drew Dober,15,39,0.6,0.6154,b,Drew Dober,Matt Frevola,0,2.88,0.2682,1,-1.0
5f44d6d9e6bbecff,2023-05-06,Marina Rodriguez,Virna Jandiroba,16,14,0.75,0.5714,a,Marina Rodriguez,Virna Jandiroba,0,2.02,0.255,1,-1.0
5f44d6d9e6bbecff,2023-05-06,Virna Jandiroba,Marina Rodriguez,15,17,0.6,0.7059,b,Marina Rodriguez,Virna Jandiroba,0,1.8333,0.1604,1,-1.0
93fb6c7e590487f9,2023-05-06,Joseph Holmes,Claudio Ribeiro,6,2,0.3333,0.0,a,Joseph Holmes,Claudio Ribeiro,0,2.36,-0.0904,0,0.0
93fb6c7e590487f9,2023-05-06,Claudio Ribeiro,Joseph Holmes,3,7,0.3333,0.2857,a,Claudio Ribeiro,Claudio Ribeiro,1,2.36,-0.0904,0,0.0
c3ca708aaf4262a7,2023-05-06,Kennedy Nzechukwu,Devin Clark,16,30,0.625,0.5333,a,Kennedy Nzechukwu,Kennedy Nzechukwu,1,1.5435,-0.0229,0,0.0
c3ca708aaf4262a7,2023-05-06,Devin Clark,Kennedy Nzechukwu,31,17,0.5161,0.6471,b,Kennedy Nzechukwu,Kennedy Nzechukwu,1,2.54,0.2534,1,1.54
e3aad51099a23ba4,2023-05-06,Aljamain Sterling,Henry Cejudo,34,24,0.8235,0.8333,b,Henry Cejudo,Aljamain Sterling,0,1.8333,0.2879,1,-1.0
e3aad51099a23ba4,2023-05-06,Henry Cejudo,Aljamain Sterling,25,35,0.8,0.8286,b,Aljamain Sterling,Aljamain Sterling,1,1.8333,0.2831,1,0.8333
ed707998b13d0101,2023-05-06,Belal Muhammad,Gilbert Burns,32,40,0.8125,0.75,a,Belal Muhammad,Belal Muhammad,1,1.6579,0.2093,1,0.6579
ed707998b13d0101,2023-05-06,Gilbert Burns,Belal Muhammad,41,33,0.7317,0.8182,b,Belal Muhammad,Belal Muhammad,1,2.28,0.3796,1,1.28
14e689e60419d469,2023-05-13,Cody Stamann,Douglas Silva de Andrade,22,22,0.6364,0.5455,a,Cody Stamann,Douglas Silva de Andrade,0,2.3,0.2016,1,-1.0
14e689e60419d469,2023-05-13,Douglas Silva de Andrade,Cody Stamann,23,23,0.5652,0.6087,b,Cody Stamann,Douglas Silva de Andrade,0,1.641,-0.0007,0,0.0
3387f430abb7e39f,2023-05-13,Karl Williams,Chase Sherman,2,28,1.0,0.2857,a,Karl Williams,Karl Williams,1,4.3,0.7674,1,3.3
3387f430abb7e39f,2023-05-13,Chase Sherman,Karl Williams,29,3,0.2759,1.0,b,Karl Williams,Karl Williams,1,1.2381,0.1923,1,0.2381
6ca856d1950d8f7f,2023-05-13,Ji Yeon Kim,Mandy Bohm,18,4,0.3333,0.0,a,Ji Yeon Kim,Mandy Bohm,0,2.98,-0.0022,0,0.0
6ca856d1950d8f7f,2023-05-13,Mandy Bohm,Ji Yeon Kim,5,19,0.2,0.3158,b,Ji Yeon Kim,Mandy Bohm,0,1.4167,-0.3901,0,0.0
755202fce24b8f83,2023-05-13,Jairzinho Rozenstruik,Jailton Almeida,22,8,0.6364,1.0,b,Jailton Almeida,Jailton Almeida,1,1.1961,0.1639,1,0.1961
755202fce24b8f83,2023-05-13,Jailton Almeida,Jairzinho Rozenstruik,9,23,1.0,0.6087,a,Jailton Almeida,Jailton Almeida,1,4.9,0.7959,1,3.9
81fda78adcaedbc7,2023-05-13,Bryan Battle,Gabe Green,8,8,0.75,0.5,a,Bryan Battle,Bryan Battle,1,1.7353,0.1737,1,0.7353
81fda78adcaedbc7,2023-05-13,Gabe Green,Bryan Battle,9,9,0.4444,0.7778,b,Bryan Battle,Bryan Battle,1,2.08,0.297,1,1.08
838a022ca5d99cc1,2023-05-13,Tim Means,Alex Morono,50,32,0.56,0.6875,b,Alex Morono,Alex Morono,1,1.4545,-0.0,0,0.0
838a022ca5d99cc1,2023-05-13,Alex Morono,Tim Means,33,51,0.697,0.549,a,Alex Morono,Alex Morono,1,2.84,0.3449,1,1.84
b0f4c7788782e26e,2023-05-13,Daniel Rodriguez,Ian Machado Garry,18,8,0.7778,1.0,b,Ian Machado Garry,Ian Machado Garry,1,3.45,0.7101,1,2.45
b0f4c7788782e26e,2023-05-13,Ian Machado Garry,Daniel Rodriguez,9,19,1.0,0.7368,a,Ian Machado Garry,Ian Machado Garry,1,1.3333,0.25,1,0.3333
c501576b8ec35758,2023-05-13,Anthony Smith,Johnny Walker,36,20,0.6111,0.6,a,Anthony Smith,Johnny Walker,0,1.8621,0.0741,1,-1.0
c501576b8ec35758,2023-05-13,Johnny Walker,Anthony Smith,21,37,0.619,0.5946,a,Johnny Walker,Johnny Walker,1,1.8621,0.082,1,0.8621
dae2484418631ff5,2023-05-13,Carlos Ulberg,Ihor Potieria,8,4,0.75,0.5,a,Carlos Ulberg,Carlos Ulberg,1,4.8,0.5417,1,3.8
dae2484418631ff5,2023-05-13,Ihor Potieria,Carlos Ulberg,5,9,0.4,0.7778,b,Carlos Ulberg,Carlos Ulberg,1,1.2041,-0.0527,0,0.0
f2ced83baf0457fc,2023-05-13,Matt Brown,Court McGee,58,40,0.5517,0.5,a,Matt Brown,Matt Brown,1,2.9,0.2069,1,1.9
f2ced83baf0457fc,2023-05-13,Court McGee,Matt Brown,41,59,0.4878,0.5593,b,Matt Brown,Matt Brown,1,1.4348,-0.1376,0,0.0
12683e06369d1a83,2023-05-20,Diego Ferreira,Michael Johnson,26,54,0.6154,0.4815,a,Diego Ferreira,Diego Ferreira,1,2.24,0.169,1,1.24
12683e06369d1a83,2023-05-20,Michael Johnson,Diego Ferreira,55,27,0.4727,0.6296,b,Diego Ferreira,Diego Ferreira,1,1.6849,0.0361,1,0.6849
33007109c9ca1ede,2023-05-20,Karolina Kowalkiewicz,Vanessa Demopoulos,28,8,0.5,0.75,b,Vanessa Demopoulos,Karolina Kowalkiewicz,0,1.6944,0.1598,1,-1.0
33007109c9ca1ede,2023-05-20,Vanessa Demopoulos,Karolina Kowalkiewicz,9,29,0.6667,0.5172,a,Vanessa Demopoulos,Karolina Kowalkiewicz,0,2.22,0.2162,1,-1.0
3638ee66c7d34fe0,2023-05-20,Edmen Shahbazyan,Anthony Hernandez,16,12,0.625,0.6667,b,Anthony Hernandez,Anthony Hernandez,1,2.84,0.3146,1,1.84
3638ee66c7d34fe0,2023-05-20,Anthony Hernandez,Edmen Shahbazyan,13,17,0.6923,0.5882,a,Anthony Hernandez,Anthony Hernandez,1,1.4545,0.0048,0,0.0
49bd9a2f1fbebd1f,2023-05-20,Maheshate,Viacheslav Borshchev,4,6,0.5,0.3333,a,Maheshate,Viacheslav Borshchev,0,1.6024,-0.1241,0,0.0
49bd9a2f1fbebd1f,2023-05-20,Viacheslav Borshchev,Maheshate,7,5,0.4286,0.4,a,Viacheslav Borshchev,Viacheslav Borshchev,1,1.6024,-0.1955,0,0.0
73700c8c5107f719,2023-05-20,Andre Fialho,Joaquin Buckley,10,18,0.4,0.5556,b,Joaquin Buckley,Joaquin Buckley,1,1.4255,-0.1459,0,0.0
73700c8c5107f719,2023-05-20,Joaquin Buckley,Andre Fialho,19,11,0.5789,0.3636,a,Joaquin Buckley,Joaquin Buckley,1,2.94,0.2388,1,1.94
744cbe6e49d4f41c,2023-05-20,Natalia Silva,Victoria Leonardo,4,6,1.0,0.3333,a,Natalia Silva,Natalia Silva,1,1.0833,0.0769,1,0.0833
744cbe6e49d4f41c,2023-05-20,Victoria Leonardo,Natalia Silva,7,5,0.2857,1.0,b,Natalia Silva,Natalia Silva,1,7.3,0.863,1,6.3
7d583e4002622848,2023-05-20,Orion Cosce,Gilbert Urbina,4,2,0.5,0.0,a,Orion Cosce,Gilbert Urbina,0,2.06,0.0146,0,0.0
7d583e4002622848,2023-05-20,Gilbert Urbina,Orion Cosce,3,5,0.3333,0.4,b,Orion Cosce,Gilbert Urbina,0,1.8065,-0.1536,0,0.0
8502f245aabd64ac,2023-05-20,Takashi Sato,Themba Gorimbo,12,2,0.3333,0.0,a,Takashi Sato,Themba Gorimbo,0,1.7042,-0.2534,0,0.0
8502f245aabd64ac,2023-05-20,Themba Gorimbo,Takashi Sato,3,13,0.3333,0.3077,a,Themba Gorimbo,Themba Gorimbo,1,1.7042,-0.2534,0,0.0
924f982f0d9d2142,2023-05-20,Emily Ducote,Loopy Godinez,4,14,0.5,0.5714,b,Loopy Godinez,Loopy Godinez,1,1.7353,-0.0048,0,0.0
924f982f0d9d2142,2023-05-20,Loopy Godinez,Emily Ducote,15,5,0.6,0.4,a,Loopy Godinez,Loopy Godinez,1,2.16,0.137,1,1.16
cb9654746447b934,2023-05-20,Mackenzie Dern,Angela Hill,20,44,0.7,0.4545,a,Mackenzie Dern,Mackenzie Dern,1,1.6173,0.0817,1,0.6173
cb9654746447b934,2023-05-20,Angela Hill,Mackenzie Dern,45,21,0.4444,0.7143,b,Mackenzie Dern,Mackenzie Dern,1,2.36,0.2906,1,1.36
eca400aeeb2763d1,2023-05-20,Chase Hooper,Nick Fiore,12,2,0.5,0.0,a,Chase Hooper,Chase Hooper,1,1.8333,-0.0455,0,0.0
eca400aeeb2763d1,2023-05-20,Nick Fiore,Chase Hooper,3,13,0.0,0.5385,b,Chase Hooper,Chase Hooper,1,2.02,0.0434,1,1.02
fb70b62915fdcec6,2023-05-20,Ilir Latifi,Rodrigo Nascimento,30,6,0.6,0.6667,b,Rodrigo Nascimento,Rodrigo Nascimento,1,2.66,0.2907,1,1.66
fb70b62915fdcec6,2023-05-20,Rodrigo Nascimento,Ilir Latifi,7,31,0.7143,0.5806,a,Rodrigo Nascimento,Rodrigo Nascimento,1,1.5051,0.0499,1,0.5051
5459c3bb88d031f9,2023-06-03,Andrei Arlovski,Don'Tale Mayes,72,10,0.6111,0.4,a,Andrei Arlovski,Don'Tale Mayes,0,1.7353,0.0348,1,-1.0
5459c3bb88d031f9,2023-06-03,Don'Tale Mayes,Andrei Arlovski,11,73,0.4545,0.6027,b,Andrei Arlovski,Don'Tale Mayes,0,2.16,0.1398,1,-1.0
72bb7605e340a8fe,2023-06-03,Da'Mon Blackshear,Luan Lacerda,2,2,0.0,0.0,a,Da'Mon Blackshear,Da'Mon Blackshear,1,1.641,-0.1094,0,0.0
72bb7605e340a8fe,2023-06-03,Luan Lacerda,Da'Mon Blackshear,3,3,0.0,0.3333,b,Da'Mon Blackshear,Da'Mon Blackshear,1,2.32,-0.0977,0,0.0
7be3e513a31f6570,2023-06-03,Alex Caceres,Daniel Pineda,52,20,0.5769,0.5,a,Alex Caceres,Alex Caceres,1,2.52,0.1801,1,1.52
7be3e513a31f6570,2023-06-03,Daniel Pineda,Alex Caceres,21,53,0.4762,0.5849,b,Alex Caceres,Alex Caceres,1,1.5556,-0.058,0,0.0
84f60cb00b8d4187,2023-06-03,Daniel Santos,Johnny Munoz,4,8,0.5,0.5,a,Daniel Santos,Daniel Santos,1,1.4444,-0.1923,0,0.0
84f60cb00b8d4187,2023-06-03,Johnny Munoz,Daniel Santos,9,5,0.4444,0.6,b,Daniel Santos,Daniel Santos,1,2.88,0.2528,1,1.88
